,step,date,balance,shares_held,total_shares_sold,cost_basis,total_sales_value,net_worth,max_net_worth,cur_reward,cur_action,profit
110,111,1998-06-12,860.3866339668605,16,369,13.750773175801406,4845.796739359145,1079.6757061452263,1163.9622389495826,80.47156378164564,[2.877 0.597],79.67570614522629
111,112,1998-06-15,710.5825443546655,27,369,13.696905941667312,4845.796739359145,1078.2834915845986,1163.9622389495826,78.94670195932957,[0.2201 0.1853],78.28349158459855
112,113,1998-06-16,587.2784055887093,36,369,13.697794421971489,4845.796739359145,1080.494960652534,1163.9622389495826,81.04798115113005,[0.8003 0.1821],80.49496065253402
113,114,1998-06-17,587.2784055887093,36,369,13.697794421971489,4845.796739359145,1089.5243296627614,1163.9622389495826,90.08224414807064,"[0, 0]",89.52432966276137
114,115,1998-06-18,587.2784055887093,36,369,13.697794421971489,4845.796739359145,1110.476179643735,1163.9622389495826,111.0389881157574,"[0, 0]",110.4761796437349
115,116,1998-06-19,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1113.3214770929624,1163.9622389495826,114.35531216228107,[1.915  0.9307],113.32147709296237
116,117,1998-06-22,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1114.2686997699172,1163.9622389495826,115.31144721052316,"[0, 0]",114.26869976991725
117,118,1998-06-23,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1115.130928926791,1163.9622389495826,116.1825887386842,"[0, 0]",115.13092892679106
118,119,1998-06-24,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1116.852531192789,1163.9622389495826,117.91310337596938,"[0, 0]",116.852531192789
119,120,1998-06-25,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1118.8621197049993,1163.9622389495826,119.93160425946687,[2.13  0.668],118.86211970499926
120,121,1998-06-26,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1120.047662877085,1163.9622389495826,121.12605980283986,"[0, 0]",120.04766287708503
121,122,1998-06-29,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1119.549878372771,1163.9622389495826,120.63718766981306,"[0, 0]",119.54987837277099
122,123,1998-06-30,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1120.620893063276,1163.9622389495826,121.71711473160536,"[0, 0]",120.62089306327607
123,124,1998-07-01,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1120.4371351261707,1163.9622389495826,121.54226916578722,"[0, 0]",120.43713512617069
124,125,1998-07-02,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1122.0141046386439,1163.9622389495826,123.12815104954761,[1.419  0.0784],122.01410463864386
125,126,1998-07-06,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1121.4426230406918,1163.9622389495826,122.56558182288282,"[0, 0]",121.44262304069184
126,127,1998-07-07,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1121.1228351061536,1163.9622389495826,122.25470625963183,"[0, 0]",121.12283510615362
127,128,1998-07-08,1069.484554467608,3,402,13.697794421971489,5328.002888238044,1121.3697971047889,1163.9622389495826,122.51058062955431,"[0, 0]",121.36979710478886
128,129,1998-07-09,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1121.6243843124093,1163.9622389495826,122.79276364748974,[1.303  0.4543],121.62438431240935
129,130,1998-07-10,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1122.3175653810345,1163.9622389495826,123.49500192026277,[2.02    0.06995],122.31756538103446
130,131,1998-07-13,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1122.6243312684244,1163.9622389495826,123.8108250118006,"[0, 0]",122.62433126842438
131,132,1998-07-14,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1123.6016279000507,1163.9622389495826,124.79717884757488,"[0, 0]",123.60162790005074
132,133,1998-07-15,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1124.4470733244125,1163.9622389495826,125.65168147608452,"[0, 0]",124.44707332441249
133,134,1998-07-16,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1124.2695973311634,1163.9622389495826,125.48326268698332,"[0, 0]",124.26959733116337
134,135,1998-07-17,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1124.5940774529852,1163.9622389495826,125.81680001295302,[2.027  0.6313],124.59407745298518
135,136,1998-07-20,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1124.6027359950313,1163.9622389495826,125.83451575914704,"[0, 0]",124.60273599503125
136,137,1998-07-21,1086.8644977492083,2,403,13.697794421971489,5345.382831519644,1124.7499697095054,1163.9622389495826,125.9908066777691,"[0, 0]",124.74996970950542
137,138,1998-07-22,112.74901975214812,55,403,18.209292124381875,5345.382831519644,1123.6235723906068,1163.9622389495826,123.75323376332177,[0.771  0.9136],123.6235723906068
138,139,1998-07-23,112.74901975214812,55,403,18.209292124381875,5345.382831519644,1105.4076239814085,1163.9622389495826,105.53822492928808,"[0, 0]",105.4076239814085
139,140,1998-07-24,112.74901975214812,55,403,18.209292124381875,5345.382831519644,1138.6670761265107,1163.9622389495826,138.79861664955484,[2.586 0.479],138.66707612651066
140,141,1998-07-27,112.74901975214812,55,403,18.209292124381875,5345.382831519644,1116.5561991765758,1163.9622389495826,116.68867927478455,"[0, 0]",116.55619917657577
141,142,1998-07-28,112.74901975214812,55,403,18.209292124381875,5345.382831519644,1111.6041450794994,1163.9622389495826,111.73756475287277,"[0, 0]",111.6041450794994
142,143,1998-07-29,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1132.8161502475705,1163.9622389495826,132.86210367813217,[0.926 0.82 ],132.81615024757048
143,144,1998-07-30,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1098.0866641324158,1163.9622389495826,98.13293891563873,[0.6406 0.3208],98.08666413241576
144,145,1998-07-31,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1098.224244679289,1163.9622389495826,98.27084081517333,"[0, 0]",98.22424467928909
145,146,1998-08-03,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1107.057821518792,1163.9622389495826,107.10473900733754,[2.053 0.861],107.05782151879203
146,147,1998-08-04,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1065.898626465316,1163.9622389495826,65.94586530652285,[2.844  0.8438],65.89862646531606
147,148,1998-08-05,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1056.4055810984305,1163.9622389495826,56.45314129229856,"[0, 0]",56.4055810984305
148,149,1998-08-06,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1025.1434693539316,1163.9622389495826,25.19135090046088,"[0, 0]",25.14346935393155
149,150,1998-08-07,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1022.6624090340923,1163.9622389495826,22.710611933282923,"[0, 0]",22.66240903409232
150,151,1998-08-10,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1053.2732806213146,1163.9622389495826,53.32180487316647,[2.486  0.9775],53.2732806213146
151,152,1998-08-11,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1037.1180015416953,1163.9622389495826,37.16684714620846,[2.035 0.073],37.11800154169532
152,153,1998-08-12,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1015.3845134611897,1163.9622389495826,15.43368041836414,"[0, 0]",15.384513461189727
153,154,1998-08-13,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1032.453742993635,1163.9622389495826,32.50323130347062,[2.604   0.02937],32.45374299363493
154,155,1998-08-14,38.562319352481026,59,403,18.23216554645204,5345.382831519644,1023.4435566126434,1163.9622389495826,23.493366275140374,[0.2915 0.2032],23.44355661264342
