,step,date,balance,shares_held,total_shares_sold,cost_basis,total_sales_value,net_worth,max_net_worth,cur_reward,cur_action,profit
0,1468,2003-11-04,2334.0,0,0,0.0,0.0,2334.0,2334.0,0.01945000000000001,[2.498  0.2065],0.0
1,1469,2003-11-05,2334.0,0,0,0.0,0.0,2334.0,2334.0,0.03890000000000002,[2.977  0.5425],0.0
2,1470,2003-11-06,2334.0,0,0,0.0,0.0,2334.0,2334.0,0.05834999999999996,[2.695  0.6562],0.0
3,1471,2003-11-07,2334.0,0,0,0.0,0.0,2334.0,2334.0,0.07780000000000004,[2.676 0.908],0.0
4,1472,2003-11-10,2334.0,0,0,0.0,0.0,2334.0,2334.0,0.09725,[1.635 0.831],0.0
5,1473,2003-11-11,1313.5902313089914,742,0,1.3752153216859953,0.0,2334.0,2334.0,0.06567951156544949,[0.8154 0.4375],0.0
6,1474,2003-11-12,1313.5902313089914,742,0,1.3752153216859953,0.0,2309.5425289790146,2334.0,-24.38084492415904,[2.035 0.769],-24.457471020985395
7,1475,2003-11-13,1313.5902313089914,742,0,1.3752153216859953,0.0,2309.522127524954,2334.0,-24.39029979295858,[2.18   0.1571],-24.477872475045842
8,1476,2003-11-14,691.6024866406817,1192,0,1.377850262885334,0.0,2339.1789125176265,2339.1789125176265,5.230782704124538,[0.1926 0.4744],5.178912517626486
9,1477,2003-11-17,2154.9154774035173,126,1066,1.377850262885334,1463.3129907628356,2327.8774256550346,2339.1789125176265,-5.942998055181788,[1.828 0.895],-6.122574344965415
10,1478,2003-11-18,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2319.7160294325436,2339.1789125176265,-14.098186317681701,[0.1054 0.0595],-14.283970567456436
11,1479,2003-11-19,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2312.1669803346713,2339.1789125176265,-21.630345938301737,[2.014 0.582],-21.83301966532872
12,1480,2003-11-20,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2310.9011545370236,2339.1789125176265,-22.879282258697213,[2.992  0.8896],-23.098845462976442
13,1481,2003-11-21,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2307.7186321510235,2339.1789125176265,-26.044915167445037,[2.969  0.6177],-26.281367848976515
14,1482,2003-11-24,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2308.2984673825404,2339.1789125176265,-25.448190458675906,[2.094  0.4321],-25.701532617459634
15,1483,2003-11-25,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2314.9333569186647,2339.1789125176265,-18.796411445299338,[2.244 0.935],-19.066643081335314
16,1484,2003-11-26,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2314.827550352991,2339.1789125176265,-18.88532853372099,[2.836  0.7485],-19.172449647009216
17,1485,2003-11-28,2026.7372702698303,224,1066,1.3472649118626745,1463.3129907628356,2316.051395434646,2339.1789125176265,-17.644593974813414,[2.973  0.0112],-17.94860456535389
18,1486,2003-12-01,1129.6948350899406,919,1066,1.3044937708782685,1463.3129907628356,2315.8559831911184,2339.1789125176265,-17.965148459992346,[0.8506 0.4429],-18.144016808881588
19,1487,2003-12-02,699.410904347841,1247,1066,1.3064263882752432,1463.3129907628356,2335.2769459191773,2339.1789125176265,1.3935144032352247,[0.2866 0.3816],1.2769459191772512
20,1488,2003-12-03,282.33271406578024,1560,1066,1.31166147209057,1463.3129907628356,2361.0610745770095,2361.0610745770095,27.11048280197106,[0.9653 0.5986],27.06107457700955
21,1489,2003-12-04,282.33271406578024,1560,1066,1.31166147209057,1463.3129907628356,2353.96959195247,2361.0610745770095,20.021352950048907,"[0, 0]",19.969591952470182
22,1490,2003-12-05,282.33271406578024,1560,1066,1.31166147209057,1463.3129907628356,2305.6760657761606,2361.0610745770095,-28.269820453643447,[2.676  0.0873],-28.323934223839387
23,1491,2003-12-08,171.35487255230737,1646,1066,1.31055269621796,1463.3129907628356,2295.4191415194737,2361.0610745770095,-38.54658750601587,[0.2439 0.398 ],-38.58085848052633
24,1492,2003-12-09,171.35487255230737,1646,1066,1.31055269621796,1463.3129907628356,2296.716756637017,2361.0610745770095,-37.2475444312011,"[0, 0]",-37.28324336298283
25,1493,2003-12-10,171.35487255230737,1646,1066,1.31055269621796,1463.3129907628356,2270.9953993748672,2361.0610745770095,-62.967473736079754,[2.773 0.645],-63.00460062513275
26,1494,2003-12-11,114.59361009406756,1691,1066,1.309243643070965,1463.3129907628356,2247.5557171359237,2361.0610745770095,-86.41849930180511,[0.6567 0.3406],-86.44428286407629
27,1495,2003-12-12,114.59361009406756,1691,1066,1.309243643070965,1463.3129907628356,2321.679520471916,2361.0610745770095,-12.29374101906203,"[0, 0]",-12.320479528083979
